Species,n,PPT_optimum_tc,PPT_optimum_ch,MAT_optimum_tc,MAT_optimum_ch
Coussapoa orthoneura,117,2936.802564,3072.358974,25.48279915,241.6923077
Coussapoa ovalifolia,86,2467.466279,2562.965116,24.07475775,234.7674419
Coussapoa villosa,291,2441.360137,2463.814433,23.31400344,226.3642612
Coussarea albescens,28,2717.785714,2548.964286,24.48883929,238.3214286
Coussarea boliviensis,12,1229.45,1032.75,18.14930556,178.4166667
Coussarea brevicaulis,178,2889.777528,2980.960674,25.49133895,242.5561798
Coussarea ecuadorensis,55,2796.623636,2888.745455,21.13530303,205.8727273
Coussarea hirticalyx,54,2798.95,2844.240741,24.91890432,239.6296296
Coussarea klugii,71,2987.747887,2989.394366,24.38526995,234.5633803
Coussarea latifolia,47,2545.125532,2959.042553,22.4287234,222.3191489
Coussarea paniculata,216,2704.932407,2662.546296,24.48919753,234.962963
Coussarea resinosa,53,2393.803774,2354.264151,23.72476415,229.4339623
Coussarea rudgeoides,32,2126.36875,2066.625,24.06184896,236.4375
Coutarea hexandra,209,1570.766184,1523.570048,24.17681159,233.6811594
Cremastosperma leiophyllum,57,1971.536842,1963.789474,24.26359649,237.8596491
Cremastosperma napoense,31,3459.596774,3466.354839,21.3530914,211.7419355
Cremastosperma pedunculatum,38,1619.5,1639.947368,20.89035088,199.3947368
Crepidospermum rhoifolium,355,2938.985634,3048.797183,25.80512911,244.743662
Critoniopsis floribunda,24,1151.030435,1106.652174,14.83206522,141.4782609
Critoniopsis glandulata,31,1512.058065,1843.258065,15.34408602,157.2580645
Critoniopsis jelskii,18,1135.005556,1471.666667,18.78634259,172.7777778
Critoniopsis occidentalis,34,1747.955882,2138.441176,17.7060049,174.1764706
Critoniopsis pycnantha,21,1230.804762,1369.761905,16.33551587,150.1428571
Croton beetlei,29,1265.124138,1033.482759,22.04166667,215.9655172
Croton lechleri,299,2725.91204,2839.45302,22.03708194,215.9463087
Croton magdalenensis,36,1957.908333,1786,16.48425926,157.9444444
Croton mutisianus,104,1952.979808,1878.548077,16.72644231,163.8942308
Croton pachypodus,86,2714.161628,2752.988372,23.93294574,231.1511628
Croton rimbachii,36,1511.405556,1755.666667,15.25717593,150.9166667
Croton rusbyi,28,1613.871429,1629.321429,21.1578869,199.5357143
Croton sampatik,59,2215.447458,2177.338983,23.58608757,228.559322
Croton schiedeanus,160,2349.758125,2299.98125,25.54072917,247.375
Croton tessmannii,94,2552.288298,2646.159574,24.08789894,233.9148936
Cupania americana,178,1966.86573,1934.101124,23.70414326,229.0168539
Cupania cinerea,404,2376.613614,2400.623762,23.54110974,228.8193069
Cupania latifolia,282,2258.798214,2236.760714,24.45824405,233.3321429
Cupania macrostylis,12,2647.108333,2535,25.16979167,243.4166667
Cupania rubiginosa,16,1797.075,1810.0625,24.79114583,239.25
Curatella americana,184,2060.046196,2111.902174,26.1080163,249.1847826
Cyathostegia matthewsii,55,935.8290909,802.8363636,19.09189394,183.3090909
Cybianthus marginatus,181,1472.138122,1784.701657,14.61616022,133.3370166
Cybianthus peruvianus,86,2204.919767,2204.848837,23.29656008,222.3023256
Cynophalla amplissima,40,1791.317949,1513.615385,23.24145299,227.2051282
Cynophalla polyantha,48,1541.872917,1255.229167,23.2109375,227.9583333
Dacryodes cupularis,48,2493.083333,2637.916667,21.57951389,215.2708333
Dacryodes nitens,67,2661.108955,2729.880597,25.3886194,242.2686567
Dacryodes occidentalis,11,2270.827273,2336,22.17727273,217.2727273
Dacryodes peruviana,211,2997.693365,3109.507109,23.82367694,232.4691943
Dacryodes uruts-kunchae,28,1720.764286,1664.285714,22.65401786,215.7142857
Dalbergia spruceana,39,1587.95641,1360.769231,22.4892094,223.5128205
Damburneya purpurea,102,1766.082353,1718.128713,22.58815359,217.8712871
Daphnopsis equatorialis,54,2660.201852,2862.351852,20.41712963,198.6296296
Demosthenesia mandonii,86,1001.465116,1381.709302,12.86962209,115.5348837
Dendrobangia boliviana,258,2795.377907,2856.319066,24.44612403,233.8832685
Dendropanax arboreus,509,2494.954921,2533.651575,24.24746555,233.4192913
Dendropanax cuneatus,71,2279.202899,2343.144928,24.42113527,235.7536232
Dendropanax fendleri,10,1565.34,2186.2,21.38208333,188.9
Dendropanax macrophyllus,54,2215.798148,2247.388889,18.38109568,180.3703704
Dendropanax macropodus,46,2438.88913,2475.826087,23.77880435,232.5652174
Dendropanax tessmannii,26,2092.923077,2290.115385,24.61057692,232.7692308
Dendropanax umbellatus,43,2218.048837,2203.813953,23.69428295,230.1162791
Dendropanax williamsii,11,1618.036364,1616.090909,21.22083333,202.5454545
Dialium guianense,401,3047.834,3122.650754,25.86436458,246.6432161
Dictyoloma vandellianum,24,1475.679167,1414.291667,23.68472222,232.4166667
Dilodendron bipinnatum,41,1350.158537,1396.95122,24.64542683,238.3658537
Diogenesia boliviana,36,1235.911111,1454.138889,16.11215278,143.8055556
Dioicodendron dioicum,113,1762.457522,2116.00885,16.9645649,160.4159292
Diospyros capreifolia,38,2710.455263,2899.342105,25.17631579,245.6052632
Diospyros ekodul,11,2973.04,3579.3,23.49208333,229.8
Diospyros inconstans,201,1443.297487,1413.757576,24.27330402,239.8737374
Diospyros poeppigiana,73,2765.827397,2823.246575,26.36398402,249.3150685
Diospyros pseudoxylopia,51,3126.086275,3503.764706,25.23676471,243.745098
Diploon cuspidatum,92,1900.017391,2016.902174,23.0205163,232.5978261
Diplopterys pubipetala,105,1674.493333,1735.171429,22.87904762,220.2285714
Diplotropis peruviana,15,1698.726667,1546.066667,22.29138889,214.4666667
Diplotropis purpurea,107,2719.218692,2684.981308,24.42484424,236.3738318
Discophora guianensis,357,2959.040616,3033.871148,24.81776377,238.1876751
Doliocarpus dentatus,399,2518.224812,2596.81203,25.43116124,242.5363409
Drimys granadensis,218,1494.191743,1732.504587,13.81492737,131.3348624
Drymocallis arguta,19,526.3947368,520.3157895,3.454166667,40.05263158
Drypetes amazonica,197,2523.626396,2555.167513,24.51410745,239.6243655
Duguetia latifolia,54,2794.103704,2870.907407,26.40848765,248.0740741
Duguetia spixiana,223,2677.795516,2689.852018,25.26304185,244.8609865
Duranta sprucei,67,1406.377612,1446.656716,15.10640547,148.8955224
Dussia lehmannii,64,2395.560938,2621.359375,21.57838542,212.71875
Dussia tessmannii,119,2656.494118,2755.966387,22.87216387,223.2352941
Dystovomita paniculata,60,2918.2,3002.982759,23.61777778,227.8103448
Ecclinusa guianensis,46,2681.38913,2853.195652,25.72889493,246.5869565
Ecclinusa lanceolata,114,2772.808772,2809.061404,25.38589181,243.1842105
Elaeagia ecuadorensis,27,1282.966667,1529.703704,16.66033951,160.3333333
Elaeagia karstenii,102,1984.089216,2197.529412,18.78598856,181.1568627
Elaeagia mariae,232,1660.181034,1733.625,19.37279095,184.5862069
Elaeagia mollis,26,1579.569231,1377.153846,19.63830128,189.2307692
Elaeagia myriantha,57,1931.901754,2039.877193,18.66089181,183.8596491
Elaeagia obovata,34,1824.752941,2016.941176,20.03933824,192.5882353
Elaeagia pastoensis,96,2514.613542,2759.333333,20.63697917,194.46875
Elaeagia utilis,114,1787.735088,2004.087719,18.51016082,178.0526316
Elaeoluma glabrescens,89,2712.073034,2976.808989,26.3031367,246.0224719
Endlicheria aurea,20,1635.44,1630.15,21.00958333,196.75
Endlicheria bracteata,72,2534.529167,2531.013889,24.6087963,239.125
Endlicheria canescens,64,1850.203125,1863.65625,21.38313802,204.921875
Endlicheria chalisea,42,2644.680952,2688.833333,23.93174603,226.2142857
Endlicheria citriodora,20,2679.04,2737.25,26.1025,248.55
Endlicheria directonervia,77,2909.866234,3053.38961,24.45275974,236.7532468
Endlicheria dysodantha,90,2493.097778,2491.988889,24.0800463,235.1666667
Endlicheria formosa,159,2419.886792,2445.962264,23.00170335,222.918239
Endlicheria gracilis,51,2732.494118,2598.823529,25.09379085,239.1764706
Endlicheria griseosericea,102,2307.370588,2444.754902,20.62888072,201.2941176
Endlicheria krukovii,122,2736.381148,2763.131148,25.15385929,243.0901639
Endlicheria macrophylla,24,2367.825,2442.333333,25.60173611,246.5833333
Endlicheria metallica,106,2507.333019,2452.716981,23.89768082,233.2075472
Endlicheria oreocola,16,1378.35625,1730.6875,18.2515625,177.125
Endlicheria paniculata,104,2077.811538,2186.615385,22.77664263,216.7884615
Endlicheria robusta,52,2569.278846,2644.5,24.64238782,238.4038462
Endlicheria rubriflora,59,2515.715254,2525.40678,23.24413842,226.8983051
Endlicheria ruforamula,86,2566.438372,2717,24.05266473,234.6511628
Endlicheria sericea,83,2659.685542,2800.048193,23.26581325,225.4216867
Endlicheria szyszylowiczii,46,1821.182609,1875.23913,21.31014493,204.326087
Enterolobium barnebianum,35,2542.545714,2698.685714,24.55845238,241.1428571
Enterolobium contortisiliquum,237,1136.398734,1148.842553,20.43062588,199.5276596
Enterolobium cyclocarpum,88,2085.219318,1916.772727,25.89408144,251.6931818
Enterolobium schomburgkii,143,2506.08951,2543.755245,26.10935315,245.8111888
Eriotheca globosa,59,2302.664407,2374.067797,25.16567797,243.6779661
Eriotheca macrophylla,71,2514.015493,2435.394366,25.33732394,241.6478873
Erythrina edulis,413,1711.940678,1770.548544,16.93487692,164.7548544
Erythrina ulei,67,2465.998507,2300.462687,23.44577114,230.6268657
Erythroxylum citrifolium,411,2469.256204,2503.656934,23.89863139,230.2749392
Erythroxylum deciduum,17,1555.176471,1599.117647,20.19656863,198.6470588
Erythroxylum macrophyllum,575,2659.624,2692.090435,24.89315217,239.6573913
Erythroxylum mucronatum,117,2582.523077,2566.547009,24.95462963,239.0598291
Erythroxylum raimondii,21,1383.22381,1278.142857,18.43829365,173.047619
Erythroxylum squamatum,72,2440.301389,2673.875,23.6212963,225.5694444
Erythroxylum subrotundum,26,1610.6,1219.192308,20.82371795,202.8076923
Escallonia myrtilloides,461,1110.888069,1313.125813,10.8923355,102.4034707
Escallonia paniculata,367,1480.911717,1652.741144,15.53006358,146.599455
Eschweilera albiflora,124,2776.485484,2876.024194,26.13686156,247.1693548
Eschweilera andina,168,2662.460119,2807.130952,25.01158234,240.2202381
Eschweilera antioquensis,128,2424.842969,2461.382813,19.20751953,182.625
Eschweilera caudiculata,102,2242.972549,2485.176471,20.95175654,205.4411765
Eschweilera coriacea,467,2773.191006,2863.671674,25.17883655,240.7253219
Eschweilera decolorans,53,2418.226415,2357.867925,25.14803459,242.3773585
Eschweilera grandiflora,11,2805.881818,2835,25.56325758,246.3636364
Eschweilera laevicarpa,60,2829.241667,2939.483333,25.83034722,243.5833333
Eschweilera micrantha,40,2710.8725,2763.3,25.99302083,245.7
Eschweilera parviflora,66,2464.465152,2591.69697,26.1227904,245.7424242
Eschweilera parvifolia,216,2756.422685,2840.287037,26.34444444,246.6296296
Eschweilera rimbachii,72,2009.172222,2207.194444,22.36568287,221.4722222
Eschweilera sessilis,33,2307.112121,3121.878788,18.3854798,180.1212121
Eschweilera tenax,15,1319.666667,1584.466667,21.12611111,200.3333333
Eschweilera tessmannii,133,2923.04812,3161.721805,25.98173559,244.8947368
Eugenia biflora,316,2208.766139,2212.170886,24.26383175,232.5474684
Eugenia cuspidifolia,12,3267.366667,3319.083333,25.12465278,244.1666667
Eugenia dittocrepis,53,2814.826415,2987.981132,23.56705975,225.9245283
Eugenia egensis,247,2340.282927,2327.390244,24.72078252,237.5609756
Eugenia excelsa,13,1685.930769,1247.538462,21.56955128,211.4615385
Eugenia flavescens,54,1775.175926,1882.925926,25.06635802,242.5185185
Eugenia florida,574,2305.087456,2309.493892,23.77332317,229.1535777
Eugenia involucrata,48,1379.577083,1297.625,20.85928819,201.1666667
Eugenia lambertiana,152,2337.477483,2431.708609,24.60546358,233.5761589
Eugenia ligustrina,51,1508.472549,1186.098039,21.79583333,214.3333333
Eugenia limbosa,19,1794.357895,1759.210526,22.34385965,218.3157895
Eugenia marlierioides,12,1769.65,1485.833333,21.97534722,211.3333333
Eugenia moraviana,62,1262.5,1217.672131,21.43148907,208.2622951
Eugenia moschata,16,2068.3875,2044,22.31875,215.6875
Eugenia patens,85,2329.084706,2439.352941,23.19779412,223.3176471
Eugenia patrisii,108,2866.8,2921.222222,26.25760031,245.3333333
Eugenia pseudopsidium,25,1788.68,1751.16,24.05016667,230.68
Eugenia sericifolia,16,2717.94375,2770.0625,22.92604167,224.375
Eugenia uniflora,262,1451.427413,1278.902724,20.49869691,200.8054475
Eugenia valvata,21,1071.171429,1073.714286,15.15853175,141.7619048
Euplassa occidentalis,18,2801.455556,2900.555556,20.66666667,204.6666667
Faramea ampla,14,2747.407143,3064.142857,22.50178571,224.3571429
Faramea anisocalyx,182,2605.154396,2557.065934,25.22101648,241.3131868
Faramea bangii,61,1433.42623,1595.606557,18.4295765,174.7213115
Faramea candelabrum,83,1319.485542,1403.891566,17.96295181,169.1325301
Faramea glandulosa,190,2702.622632,2826.536842,23.24565789,225.6736842
Faramea jasminoides,14,1710.485714,1884.5,15.30595238,147.6428571
Faramea multiflora,443,2605.506772,2708.311512,24.03595749,231.5146727
Faramea oblongifolia,134,2204.014179,2397.432836,19.02462687,185.8656716
Faramea torquata,115,2869.726087,3096.434783,25.32445652,241.8521739
Ferdinandusa chlorantha,148,2307.778378,2360.114865,24.084375,229.2905405
Ferdinandusa elliptica,39,2210.694872,2459.794872,25.23974359,240
Ferdinandusa guainiae,32,2823.603125,2976.5,25.99166667,240.1875
Ficus americana,489,2107.360123,2200.226994,21.49209271,207.1860941
Ficus apollinaris,47,2274.206383,2524.808511,21.54086879,207.9148936
Ficus banosensis,10,1486.75,1731.9,16.99958333,166.7
Ficus caballina,119,2554.810924,2579.747899,24.82293417,240.3529412
Ficus carchiana,13,2035.4,2266.692308,19.12051282,190.9230769
Ficus casapiensis,24,2035.395833,1931.166667,22.04392361,211.1666667
Ficus cervantesiana,59,1938.522034,2299.152542,19.47655367,191.4067797
Ficus citrifolia,317,1877.315142,1917.681529,21.52329127,207.9585987
Ficus coerulescens,67,2128.298507,2034.41791,23.94502488,237.880597
Ficus crassiuscula,37,1939.872973,2229.783784,19.39560811,184.9459459
Ficus cuatrecasana,177,1855.715254,1825.870056,18.76862053,183.8361582
Ficus dulciaria,36,1780.688889,1999.916667,16.47905093,160.3888889
Ficus ecuadorensis,10,3300.07,3447.7,22.11708333,214.7
Ficus guianensis,238,2495.663025,2512.260504,24.53504902,233.2563025
Ficus hartwegii,185,3164.661081,3003.843243,23.17398649,224.2972973
Ficus loxensis,19,1502.6,1605.421053,15.82324561,151.6842105
Ficus macbridei,128,2565.378125,2574.53125,22.14101563,217.8359375
Ficus maroma,55,1328.62,1273.472727,19.86492424,191.4
Ficus maxima,619,2506.986039,2482.270358,23.9510349,232.9478827
Ficus mutisii,130,2131.138462,2266.054264,19.09621795,184.7984496
Ficus nymphaeifolia,192,2335.623438,2307.979167,25.68865017,248.5104167
Ficus obtusifolia,271,2136.634686,2083.207407,23.74375769,230.9111111
Ficus pallida,77,2143.696053,1996.386667,24.52335526,236.5733333
Ficus paraensis,394,2648.615482,2643.322335,24.90815355,240.8629442
Ficus pertusa,405,2393.15284,2444.649383,23.92335391,232.5037037
Ficus quijosana,17,2131.488235,2459.588235,17.37647059,171.6470588
Ficus schippii,190,3030.825263,3120.157895,23.24129386,226.7
Ficus tonduzii,281,1997.314643,2013.397849,20.23116071,196.3763441
Ficus trapezicola,23,1584.647826,1541.521739,21.00887681,203.2173913
Ficus trigona,457,2173.753611,2191.503282,23.4440919,226.3085339
Ficus velutina,80,1858.38125,1952.9625,19.0103125,183.7
Forsteronia australis,19,1275.973684,1038.736842,20.93552632,203.6315789
Forsteronia pubescens,138,1234.301449,1163.333333,22.75443841,219.9782609
Frangula goudotiana,69,1431.785507,1442.057971,13.07282609,126.7971014
Frangula sphaerosperma,27,1520.8,1479.296296,15.36805556,153.8518519
Freziera candicans,16,1936.6,2366.75,17.1671875,156.875
Freziera canescens,128,1424.907031,1603.59375,12.18063151,121.21875
Freziera carinata,29,2210.375862,2574.517241,20.99094828,182.8275862
Freziera dudleyi,17,1335.882353,1415.705882,17.72058824,163.5882353
Freziera inaequilatera,11,2381.209091,1934.727273,22.54621212,221.8181818
Freziera karsteniana,35,1528.038235,1909.735294,18.54926471,163.8823529
Freziera lanata,64,1085.31875,1179.546875,15.26614583,141.578125
Freziera parva,17,1173.923529,1998.176471,17.44362745,153.4117647
Freziera reticulata,78,1547.188462,1661.512821,12.5957265,125.6282051
Fridericia pearcei,70,2123.53,2007.2,23.80654762,233.5285714
Fridericia schumanniana,106,2073.226415,2135.04717,24.10015723,235.4433962
Fusispermum laxiflorum,19,3228.647368,3367.473684,24.08333333,240.2105263
Fusispermum minutiflorum,54,2903.598148,3075.944444,24.02646605,238.5925926
Gaiadendron punctatum,561,1272.933868,1506.15508,13.75355021,129.4064171
Gallesia integrifolia,120,1464.430252,1335.378151,23.39660364,230.2184874
Garcinia brasiliensis,38,2389.771053,2526.578947,25.39495614,243
Garcinia gardneriana,121,1941.842149,1870.181818,24.17723829,237.8677686
Garcinia macrophylla,305,2445.341967,2471.908197,24.07437158,232.6163934
Garcinia madruno,446,2600.85157,2592.70045,24.42674701,235.990991
Geissanthus ambigua,159,1497.742767,1580.71519,19.62510482,186.7848101
Geissanthus andinus,168,1583.345833,1607.607143,11.79347718,113.0297619
Geissanthus bangii,24,1347.066667,1221.041667,18.49826389,184.5
Geissanthus betancurii,14,2309.442857,2226,17.58303571,166.4285714
Geissanthus bogotensis,103,1806.75534,1923.563107,14.87961165,148.4951456
Geissanthus fragrans,33,1359.075758,1494.121212,19.34722222,178.2727273
Geissanthus longistamineus,100,2334.841,2556.81,22.30758333,219.84
Geissanthus occidentalis,34,1883.95,2391.558824,13.86127451,133.2647059
Geissanthus vanderwerffii,30,1111.17,1144.666667,14.78277778,142.2
Gloeospermum equatoriense,165,3284.717576,3442.666667,24.08969697,234.7393939
Gloeospermum longifolium,87,2917.656322,3057.310345,24.54789272,239.4827586
Glycydendron amazonicum,85,2715.321176,2785.764706,24.98338235,241.5882353
Gordonia fruticosa,331,1601.954985,1775.583082,17.16982628,161.3383686
Goupia glabra,268,2823.769403,2933.254682,26.30564366,246.2958801
Graffenrieda cucullata,176,2225.939773,2403.329545,20.41245265,198.7897727
Graffenrieda emarginata,162,1562.730864,1765.691358,17.95498971,167.1111111
Graffenrieda gracilis,157,2606.730573,2730.082803,22.7625,221.0254777
Graffenrieda harlingii,68,1290.725,1359.985294,16.50238971,152.6323529
Graffenrieda intermedia,60,2218.858333,2275.983333,22.39791667,209.9666667
Graffenrieda latifolia,47,1824.738298,2158.191489,19.34352837,182.7659574
Graffenrieda limbata,84,2373.784524,2439.369048,24.71607143,235.9761905
Graffenrieda miconioides,48,2255.1,2196.8125,24.165625,229.8958333
Grias neuberthii,297,3318.419865,3356.737374,24.07901235,236.8484848
Grias peruviana,195,2065.897949,2122.215385,23.86273504,232.4102564
Guapira costaricana,96,2992.372917,2808.768421,24.13632813,235.4105263
Guapira myrtiflora,45,2017.971111,2075.244444,21.79638889,214.0666667
Guapira noxia,126,1501.061905,1509.81746,21.88700397,224.1587302
Guapira opposita,50,1887.83,1655.66,22.7595,225.02
Guarea cartaguenya,53,2399.724528,2734.698113,21.22562893,209.3018868
Guarea glabra,71,2304.002817,2388.408451,23.2741784,224.5915493
Guarea gomma,124,2797.196774,2879.41129,24.86737231,241.3548387
Guarea grandifolia,210,2904.588095,3070.338095,24.27515873,234.752381
Guarea guentheri,50,2726.356,2830.7,24.03925,232.08
Guarea guidonia,350,2121.198,2081.811429,24.18645238,235.8657143
Guarea kunthiana,989,2342.098483,2481.186235,21.78485423,210.6214575
Guarea macrophylla,693,2541.813276,2588.614719,24.26311328,236.3520924
Guarea pterorhachis,278,2826.448921,2945.541516,24.35391187,236.6209386
Guarea pubescens,263,2738.823954,2838.281369,25.46999366,241.5475285
Guarea subandina,16,1136.7625,1218.875,17.69583333,172.625
Guatteria arenicola,15,1387.853333,1800.466667,22.12277778,201.8666667
Guatteria blepharophylla,72,2571.888889,2500.777778,25.11597222,240.5138889
Guatteria duodecima,60,2363.463333,2503.733333,23.02701389,224.5833333
Guatteria elata,42,2816.42381,2837.619048,26.09513889,246.4761905
Guatteria glauca,81,1491.880247,1565.185185,19.24609053,181.9259259
Guatteria guentheri,19,2185.131579,2274.421053,23.89320175,232.8947368
Guatteria guianensis,127,2901.074803,2949.818898,25.54196194,242.7874016
Guatteria megalophylla,273,2684.586447,2736.945055,25.53679792,243.1282051
Guatteria oblongifolia,112,1317.742857,1617.616071,18.99393601,172.9642857
Guatteria olivacea,25,2815.124,2971.52,25.25566667,244.76
Guatteria pastazae,47,2157.585106,2122.702128,21.03430851,204.9361702
Guatteria pittieri,58,3480.6,3728.689655,21.83204023,215.6896552
Guatteria pteropus,16,2391.975,2503.875,25.27213542,241.9375
Guatteria punctata,733,2307.01528,2420.763661,22.56699636,215.5163934
Guatteria ramiflora,74,2642.690541,2588.662162,24.8660473,242.1486486
Guatteria sanctae-crucis,15,2136.193333,1799.066667,24.37777778,239.4666667
Guatteria scytophylla,122,2705.965574,2716.762295,25.06690574,238.6721311
Guatteria tomentosa,99,2493.613131,2262.071429,22.84587542,222.744898
Guazuma ulmifolia,363,1395.812707,1395.654596,24.24279466,236.5571031
Guettarda aromatica,66,2524.368182,2572.742424,24.5707702,237.9090909
Guettarda crispiflora,332,2127.036446,2387.207831,18.73030873,183.0512048
Guettarda dependens,15,1290.366667,1670.6,16.45888889,158.2666667
Guettarda pohliana,25,1396.78,1282.52,23.26633333,228.2
Guettarda tournefortiopsis,42,1934.32619,2361.714286,16.77787698,162.547619
Guettarda viburnoides,48,1385.327083,1369.6875,24.54010417,238.7291667
Gustavia hexapetala,259,2737.512355,2878.779923,25.76845238,245.5057915
Gustavia macarenensis,87,2689.613793,2567.712644,22.57250958,221.7471264
Gynoxys laurifolia,25,1066.112,1066.64,13.80733333,124.2
Gynoxys mandonii,16,1104.93125,1313.4375,13.66770833,122.9375
Gynoxys nitida,17,875.7823529,1258.647059,11.11985294,95.88235294
Handroanthus chrysanthus,266,1715.576806,1564.287356,24.13967047,233.6781609
Handroanthus impetiginosus,400,1084.92375,1080.784461,23.79308333,245.4937343
Handroanthus serratifolius,141,2097.613475,2058.085106,24.79299645,242.1347518
Hasseltia floribunda,539,2603.690167,2522.423006,24.22533241,236.1168831
Haydenoxylon urbanianum,73,1907.835616,1787.356164,23.78105023,232.7534247
Hebanthe occidentalis,75,1269.990667,1130.826667,20.93555556,204.6
Hedyosmum angustifolium,113,1326.79115,1552.557522,16.67780236,159.8849558
Hedyosmum anisodorum,84,1697.702381,2022.940476,16.9890377,162.5833333
Hedyosmum bonplandianum,31,2073.309677,2144.032258,14.67069892,141.2580645
Hedyosmum cuatrecazanum,165,1559.231515,1896.169697,15.57651515,149.0060606
Hedyosmum dombeyanum,62,1211.3,1694.790323,16.76108871,153.516129
Hedyosmum goudotianum,258,1910.463178,2150.379845,15.77890827,151.4573643
Hedyosmum lechleri,48,1108.329167,1834.020833,16.21145833,143.75
Hedyosmum maximum,14,1670.614286,1899.142857,18.31547619,174
Hedyosmum peruvianum,13,1075.707692,1725.769231,17.73717949,163.7692308
Hedyosmum purpurascens,18,1132.994444,1079.388889,15.22152778,135.6666667
Hedyosmum racemosum,337,1645.986944,1759.37092,18.68742582,177.8367953
Hedyosmum scabrum,184,1163.228261,1315.277174,14.21963315,134.8532609
Hedyosmum sprucei,177,2272.39661,2410.864407,20.5011064,199.5875706
Hedyosmum translucidum,182,1668.928022,1860.252747,15.34404762,142.978022
Heisteria acuminata,730,2775.668082,2876.339726,24.4768379,237.0780822
Heisteria duckei,86,2866.67093,3012.732558,26.0315407,244.5232558
Heisteria nitida,158,2483.886709,2599.721519,24.47935127,238.8101266
Heisteria pacifica,41,2211.785366,2495.414634,22.80762195,226.3414634
Helicostylis elegans,77,2769.563636,2910.415584,25.46401515,238.1818182
Helicostylis scabra,108,2766.973148,2875.37037,25.65594136,241.9722222
Helicostylis tomentosa,439,2491.227107,2491.220957,24.28263098,233.7312073
Helicostylis tovarensis,228,2050.632895,2245.850877,19.51118421,186.5964912
Heliocarpus americanus,499,1981.761924,1967.843687,21.13405144,205.01002
Heliocarpus popayanensis,174,1842.776437,1807.712644,20.69784483,203.316092
Hesperomeles ferruginea,444,1166.672748,1359.47973,11.64350601,108.0112613
Hesperomeles obtusifolia,650,1142.227385,1290.936923,11.60133974,108.9676923
Heteropterys intermedia,21,1707.438095,1718.809524,19.96309524,202.047619
Heteropterys laurifolia,58,1562.241379,1556.12069,22.91731322,225.6896552
Hevea guianensis,312,2787.45,2908.509615,25.50239049,241.8076923
Hieronyma alchorneoides,497,2662.761694,2752.385081,24.33198925,234.7641129
Hieronyma antioquensis,69,2488.284058,2447.231884,16.80247585,156.8550725
Hieronyma asperifolia,82,1497.418293,1658.158537,16.76753049,165.9268293
Hieronyma duquei,132,1988.915152,2153.333333,18.64738005,180.9621212
Hieronyma fendleri,157,1511.669427,1645.579618,17.5233811,166.2866242
Hieronyma huilensis,58,1952.417241,2270.862069,16.08886494,160.7931034
Hieronyma macrocarpa,258,1655.094186,1844.182171,15.37199612,149.9612403
Hieronyma oblonga,347,2337.851297,2474.319885,22.23646734,212.5389049
Hieronyma scabrida,105,2263.838095,2359.504762,19.04079365,182.6666667
Hillia macrophylla,79,2140.088608,2425.848101,19.27705696,185.4556962
Hillia parasitica,162,1587.669136,1755.925926,18.94737654,181.7839506
Himatanthus articulatus,312,2664.836218,2678.939103,26.29793002,250.3076923
Hippocratea volubilis,303,1952.343377,1963.564784,24.86263797,240.5847176
Hippotis albiflora,99,2918.764646,3240.383838,22.42373737,219.2424242
Hirtella americana,156,2580.624359,2553.942308,25.87588141,247.974359
Hirtella bicornis,68,2590.736765,2704.044118,25.5064951,244.0294118
Hirtella bullata,125,2469.8728,2478.624,25.44663333,244.072
Hirtella elongata,208,2842.557692,2906.676329,26.36484375,247.2270531
Hirtella eriandra,29,2404.841379,2436.034483,25.28821839,243.8275862
Hirtella glandulosa,33,1782.215152,1929.757576,25.29924242,243.4242424
Hirtella lightioides,32,1698.825,1388.71875,21.80742188,213.8125
Hirtella pilosissima,84,2531.658333,2606.797619,25.20456349,244.9166667
Hirtella racemosa,527,2521.846679,2545.167619,25.98432163,248.512381
Hirtella recurva,11,1441.209091,1578.909091,17.07613636,172.2727273
Hirtella rodriguesii,16,2232.4125,2200.75,24.99296875,242.625
Hirtella triandra,273,2009.394139,1996.186813,24.13553114,236.1904762
Holocalyx balansae,43,1489.24186,1341.72093,21.79670543,216.0697674
Huberodendron patinoi,64,3847.4125,4163.032258,24.62936198,241.0806452
Huberodendron swietenioides,60,2599.995,2767.133333,25.07555556,244.6833333
Huertea glandulosa,202,2285.813861,2360.519802,21.56311881,210.7475248
Humiriastrum mapiriense,33,1598.951515,1607.121212,21.06641414,197.6969697
Hura crepitans,153,1777.647712,1678.078947,24.25746187,236.9868421
Hydrangea jelskii,24,1182.366667,1528.125,17.13420139,161.75
Hydrangea preslii,63,1790.604762,1941.857143,20.00661376,193.1269841
Hymenaea courbaril,285,2104.158596,1988.122807,25.04002924,240.1964912
Hymenaea oblongifolia,168,3037.095833,3269.238095,25.49305556,242.4345238
Hymenolobium pulcherrimum,33,2926.006061,3123.25,25.70580808,246.3125
Hymenopus heteromorphus,68,2869.866176,3123.235294,26.23014706,244.0588235
Hyptidendron arboreum,124,2374.095968,2362.209677,21.79388441,207.2822581
Ilex aggregata,40,1363.4575,1567.075,19.75135417,182.1
Ilex amboroica,16,1401.55625,1652.1875,17.53333333,166.25
Ilex amplifolia,21,1482.104762,1322.619048,20.66924603,196.1428571
Ilex danielis,67,2205.079104,2220.507463,16.72282338,153.4477612
