Species,n,PPT_optimum_tc,PPT_optimum_ch,MAT_optimum_tc,MAT_optimum_ch
Virola peruviana,281,2560.119929,2641.035587,24.52683867,237.3274021
Virola sebifera,585,2319.982363,2351.416096,24.58959047,239.2003425
Virola surinamensis,201,2688.116915,2872.353234,25.64458955,246.0597015
Vismia baccifera,263,2597.020532,2618.129278,22.72127693,220.9315589
Vismia cavanillesiana,14,2324.364286,2692.142857,19.5860119,194.5714286
Vismia cayennensis,205,2599.966829,2705.468293,25.43398374,240.9268293
Vismia glabra,47,1829.121277,1718.574468,21.30035461,208
Vismia gracilis,86,2170.313953,2211.802326,23.19181202,220.8604651
Vismia guianensis,228,2560.736842,2570.197368,24.19585161,229.8640351
Vismia laevis,51,2655.127451,2529.921569,18.32941176,174.5882353
Vismia lauriformis,92,2519.281522,2531.717391,21.42749094,206.4673913
Vismia mandurr,38,2001.721053,2413.289474,17.98519737,175.5526316
Vismia rusbyi,29,1578.448276,1638.413793,22.08635057,213.4137931
Vismia sprucei,71,2841.115493,2870.15493,23.48650235,228.1690141
Vismia tomentosa,72,2382.031944,2540.777778,21.96527778,210.6527778
Vitex cymosa,146,1890.183448,1861.027586,25.46054598,248.1517241
Vitex orinocensis,187,2692.148128,2603.112299,25.79233512,248.9839572
Vitex schunkei,18,3029.988889,3402.722222,25.10740741,243.6666667
Vitex triflora,130,2519.850769,2569.292308,25.23336538,242.9076923
Vochysia boliviana,17,1924.429412,1458.529412,21.21789216,212.8235294
Vochysia duquei,41,1817.843902,2014.292683,18.72987805,180.8292683
Vochysia gigantea,30,1421.66,1515.6,19.62708333,185.2
Vochysia haenkeana,58,1632.95,1722.724138,24.59058908,238.637931
Vochysia mapirensis,57,1670.138596,1571.964912,22.60475146,221.8245614
Vochysia punctata,26,3472.419231,3700.5,24.25480769,233.2692308
Vochysia splendens,26,3158.676923,3262.192308,26.05961538,243.8846154
Vochysia venulosa,17,2798.452941,2840.235294,25.70098039,243.5882353
Warszewiczia coccinea,485,2751.654433,2745.519588,24.47890034,238.2948454
Warszewiczia elata,53,2679.815094,2696.283019,25.44331761,239.7924528
Weinmannia auriculata,51,1258.170588,1591.72549,13.89101307,130.3333333
Weinmannia balbisiana,251,1822.80996,2064.354582,15.76459163,148.9043825
Weinmannia bangii,20,1039.905,1519.35,14.70041667,131.35
Weinmannia brachystachya,32,1503.728125,1461.6875,12.47877604,117.25
Weinmannia cinerea,20,1370.54,1704.3,15.67854167,146.05
Weinmannia cochensis,119,1197.012605,1430.89916,13.94821429,127.9579832
Weinmannia crassifolia,95,1022.994737,1302.178947,14.05653509,127.2526316
Weinmannia davidsonii,25,1037.2,1143.48,13.9075,129.56
Weinmannia elliptica,137,1556.691971,1706.124088,15.3486618,139.5547445
Weinmannia fagaroides,310,1131.419032,1353.464516,13.2227957,119.0967742
Weinmannia haenkeana,18,1209.705556,1296.444444,17.3099537,172
Weinmannia latifolia,72,1350.397222,1757.666667,16.15,153.7777778
Weinmannia lechleriana,56,1236.566071,1406.732143,18.00453869,167.5892857
Weinmannia loxensis,18,1199.605556,1373.722222,14.78587963,130.3888889
Weinmannia macrophylla,77,1306.636364,1367.025974,14.41542208,135.3896104
Weinmannia magnifolia,14,1395.607143,1497.428571,17.75684524,171.4285714
Weinmannia mariquitae,82,1181.99878,1354.707317,10.40259146,103.402439
Weinmannia multijuga,124,1750.147581,1843.459677,14.8641129,140.8145161
Weinmannia ovata,107,1290.226168,1597.906542,16.66401869,154.411215
Weinmannia pinnata,368,1395.004348,1622.184783,14.70268342,138.0244565
Weinmannia polyphylla,30,1410.24,1701.3,15.18180556,144.5333333
Weinmannia pubescens,192,1591.197396,1873.005208,15.39255642,142.671875
Weinmannia reticulata,96,1242.0625,1609.322917,14.90091146,135.375
Weinmannia rollottii,140,1418.734286,1517.028571,12.54901786,121.1
Weinmannia sorbifolia,186,1395.842473,1627.763441,17.4858647,162.9354839
Weinmannia subsessiliflora,18,1669.977778,2166.222222,19.14537037,175.1111111
Ximenia americana,212,885.9094787,903.8333333,20.69131122,201.1857143
Xylophragma pratense,57,1840.766667,1781.789474,24.83954678,243.4035088
Xylopia benthamii,103,2428.801942,2523.165049,25.75133495,244.631068
Xylopia calophylla,57,2571.375439,2643.210526,25.78640351,244.2105263
Xylopia parviflora,20,2819.3,3095.1,25.73666667,243.4
Xylosma velutina,20,1559.11,1239.55,21.55541667,211.35
Zanthoxylum acuminatum,40,1948.7475,2046.925,23.19291667,226.025
Zanthoxylum amapaense,15,1728.746667,1783.733333,23.01527778,220.4
Zanthoxylum ekmanii,42,1934.054762,1898.642857,24.06617063,234.047619
Zanthoxylum fagara,311,1362.726129,1336.838188,22.53420699,218.8090615
Zanthoxylum formiciferum,16,2326.61875,2558.375,19.09453125,181.3125
Zanthoxylum melanostictum,78,1988.526923,2182.910256,17.78792735,166.4358974
Zanthoxylum quinduense,75,1702.276,1809.48,15.46933333,153.8533333
Zanthoxylum rhoifolium,318,1743.644025,1646.44164,22.61447851,218.1640379
Zanthoxylum riedelianum,113,2451.197345,2472.460177,23.98042035,233.7964602
Zanthoxylum sprucei,110,2020.751818,2071.718182,24.19492424,238.1272727
Zanthoxylum verrucosum,25,2089.78,2223.12,19.7285,195.36
Zinowiewia madsenii,11,972.8,1040.363636,13.76780303,121.5454545
Zygia coccinea,189,2657.519577,2845.391534,23.86832011,232.4338624
